name,id,uri
"REGENERON PHARMACEUTICALS, INC.",https://rdf.gleif.org/L1/L-549300RCBFWIRX3HYQ56,https://company.org/resource/Regeneron%20Pharmaceuticals%2C%20Inc.
"Paychex, Inc.",https://rdf.gleif.org/L1/L-529900K900DW6SUBM174,https://company.org/resource/Paychex%2C%20Inc.
DANAHER CORPORATION,https://rdf.gleif.org/L1/L-S4BKK9OTCEWQ3YHPFM11,https://company.org/resource/Danaher%20Corporation
"MOLINA HEALTHCARE, INC.",https://rdf.gleif.org/L1/L-549300NQQCEQ46YHZ591,https://company.org/resource/Molina%20Healthcare%2C%20Inc.
"AUTODESK, INC.",https://rdf.gleif.org/L1/L-FRKKVKAIQEF3FCSTPG55,https://company.org/resource/Autodesk%2C%20Inc.
"Alcon Industries, Inc.",https://rdf.gleif.org/L1/L-549300W0CUJKL49ZNH71,https://company.org/resource/Alcon%20Inc.
"NRG ENERGY, INC.",https://rdf.gleif.org/L1/L-5E2UPK5SW04M13XY7I38,https://company.org/resource/NRG%20Energy%2C%20Inc.
State Street Corporation,https://rdf.gleif.org/L1/L-549300ZFEEJ2IP5VME73,https://company.org/resource/State%20Street%20Corporation
Owens Corning,https://rdf.gleif.org/L1/L-549300TOPQ8NG4HGVK16,https://company.org/resource/Owens%20Corning
"HENRY SCHEIN, INC.",https://rdf.gleif.org/L1/L-VGO3WGL8H45T73F4RR92,https://company.org/resource/Henry%20Schein%2C%20Inc.
Constellation Energy Corporation,https://rdf.gleif.org/L1/L-549300F8Y20RYGNGV346,https://company.org/resource/Constellation%20Energy%20Corporation
Parker-Hannifin Corporation,https://rdf.gleif.org/L1/L-5493002CONDB4N2HKI23,https://company.org/resource/Parker%20Hannifin%20Corporation
D.R. Autoworks Inc.,https://rdf.gleif.org/L1/L-549300XQD6SV5YZYGI87,https://company.org/resource/D.R.%20Horton%2C%20Inc.
EATON CORPORATION,https://rdf.gleif.org/L1/L-0NZWDMRCE180888QQE14,https://company.org/resource/Eaton%20Corporation
Spotify AB,https://rdf.gleif.org/L1/L-5493004INDUJX1TDHI57,https://company.org/resource/Spotify
"Skyworks Solutions, Inc.",https://rdf.gleif.org/L1/L-549300WZ3ORQ2BVKBD96,https://company.org/resource/Skyworks%20Solutions
"COINBASE GLOBAL, INC.",https://rdf.gleif.org/L1/L-5493004G3J2SC154DU06,https://company.org/resource/Coinbase%20Global%2C%20Inc.
"Williams-Sonoma, Inc.",https://rdf.gleif.org/L1/L-549300IARG6YWVTZ1I92,https://company.org/resource/Williams-Sonoma%2C%20Inc.
GN AUTONATION LLP,https://rdf.gleif.org/L1/L-984500D56CDB8C6DBB66,https://company.org/resource/AutoNation%2C%20Inc.
Cintas Corporation No. 2,https://rdf.gleif.org/L1/L-549300QVUQTTKMTE0G41,https://company.org/resource/Cintas%20Corporation
BOOKING HOLDINGS INC.,https://rdf.gleif.org/L1/L-FXM8FAOHMYDIPD38UZ17,https://company.org/resource/Booking%20Holdings%20Inc.
THE CLOROX COMPANY,https://rdf.gleif.org/L1/L-54930044KVSC06Z79I06,https://company.org/resource/The%20Clorox%20Company
BOSTON SCIENTIFIC CORPORATION,https://rdf.gleif.org/L1/L-Y6ZDD9FP4P8JSSJMW954,https://company.org/resource/Boston%20Scientific%20Corporation
BIOGEN INC.,https://rdf.gleif.org/L1/L-W8J5WZB5IY3K0NDQT671,https://company.org/resource/Biogen%20Inc.
"Ross Stores, Inc.",https://rdf.gleif.org/L1/L-549300ENZFLPGRDFZQ60,https://company.org/resource/Ross%20Stores%2C%20Inc.
"LUMEN TECHNOLOGIES, INC.",https://rdf.gleif.org/L1/L-8M3THTGWLTYZVE6BBY25,https://company.org/resource/Lumen%20Technologies%2C%20Inc.
"CONAGRA BRANDS, INC.",https://rdf.gleif.org/L1/L-54930035UDEIH090K650,https://company.org/resource/Conagra%20Brands%2C%20Inc.
GLOBAL PAYMENTS INC.,https://rdf.gleif.org/L1/L-549300NOMHGVQBX6S778,https://company.org/resource/Global%20Payments%20Inc.
"EXPEDIA, INC.",https://rdf.gleif.org/L1/L-CI7MUJI4USF3V0NJ1H64,https://company.org/resource/Expedia%20Group%2C%20Inc.
"PAYPAL HOLDINGS, INC.",https://rdf.gleif.org/L1/L-5493005X2GO78EFZ3E94,https://company.org/resource/PayPal%20Holdings%2C%20Inc.
DAVITA INC.,https://rdf.gleif.org/L1/L-M2XHYMU3TZNEZURC6H66,https://company.org/resource/DaVita%20Inc.
ELECTRONIC ARTS INC.,https://rdf.gleif.org/L1/L-549300O7A67PUEYKDL45,https://company.org/resource/Electronic%20Arts%20Inc.
"US FOODS, INC.",https://rdf.gleif.org/L1/L-5493000JOOFAOUY1JZ87,https://company.org/resource/US%20Foods
FREEPORT-MCMORAN INC.,https://rdf.gleif.org/L1/L-549300IRDTHJQ1PVET45,https://company.org/resource/Freeport-McMoRan%20Inc.
"EOG RESOURCES, INC.",https://rdf.gleif.org/L1/L-XWTZDRYZPBUHIQBKDB46,https://company.org/resource/EOG%20Resources%2C%20Inc.
"ASSURANT, INC.",https://rdf.gleif.org/L1/L-H3F39CAXWQRVWURFXL38,https://company.org/resource/Assurant%2C%20Inc.
"KYNDRYL HOLDINGS, INC.",https://rdf.gleif.org/L1/L-549300LQ4LWX2R8ZV130,https://company.org/resource/Kyndryl%20Holdings%2C%20Inc.
INVESCO LTD.,https://rdf.gleif.org/L1/L-ECPGFXU8A2SHKVVGJI15,https://company.org/resource/Invesco%20Ltd.
"ACTIVISION BLIZZARD, INC.",https://rdf.gleif.org/L1/L-549300TPQQDBP9GNOF40,https://company.org/resource/Activision%20Blizzard%2C%20Inc.
"VOYA FINANCIAL, INC.",https://rdf.gleif.org/L1/L-549300T065Z4KJ686G75,https://company.org/resource/Voya%20Financial%2C%20Inc.
"BJ's Wholesale Club Holdings, Inc.",https://rdf.gleif.org/L1/L-549300UCIWH1C93V0J03,https://company.org/resource/BJ%27s%20Wholesale%20Club%20Holdings%2C%20Inc.
"THE PNC FINANCIAL SERVICES GROUP, INC.",https://rdf.gleif.org/L1/L-CFGNEKW0P8842LEUIA51,https://company.org/resource/The%20PNC%20Financial%20Services%20Group%2C%20Inc.
BOF-V AL Corp.,https://rdf.gleif.org/L1/L-254900HXSE0WEG91GG80,https://company.org/resource/Entergy%20Corp.%20v.%20Riverkeeper%2C%20Inc.%2C%20et%20al.
"Altria Group, Inc.",https://rdf.gleif.org/L1/L-XSGZFLO9YTNO9VCQV219,https://company.org/resource/Altria%20Group%2C%20Inc.
"EQUINIX, INC.",https://rdf.gleif.org/L1/L-549300EVUN2BTLJ3GT74,https://company.org/resource/Equinix%2C%20Inc.
AECOM,https://rdf.gleif.org/L1/L-0EEB8GF0W0NPCIHZX097,https://company.org/resource/AECOM
AON GLOBAL HOLDINGS PLC,https://rdf.gleif.org/L1/L-549300KJ06GHJLM4Z895,https://company.org/resource/Aon%20plc
FMC CORPORATION,https://rdf.gleif.org/L1/L-CKDHZ2X64EEBQCSP7013,https://company.org/resource/FMC%20Corporation
"Arista Networks, Inc",https://rdf.gleif.org/L1/L-635400H1WKBLOQERUU95,https://company.org/resource/Arista%20Networks%2C%20Inc.
"ARROW ELECTRONICS, INC.",https://rdf.gleif.org/L1/L-549300YNNLBXT8N8R512,https://company.org/resource/Arrow%20Electronics%2C%20Inc.
"CROWDSTRIKE HOLDINGS, INC.",https://rdf.gleif.org/L1/L-549300YBY08K9KM4HX32,https://company.org/resource/CrowdStrike%20Holdings%2C%20Inc.
SNAP-ON INCORPORATED,https://rdf.gleif.org/L1/L-HHWAT5TDOYZMM26KKQ73,https://company.org/resource/Snap-on%20Incorporated
WATERS CORPORATION,https://rdf.gleif.org/L1/L-5T547R1474YC9HOD8Q74,https://company.org/resource/Waters%20Corporation
"GENWORTH FINANCIAL, INC.",https://rdf.gleif.org/L1/L-549300EMCG286BDNKJ33,https://company.org/resource/Genworth%20Financial%2C%20Inc.
"HOLOGIC, INC.",https://rdf.gleif.org/L1/L-549300DYP6F5ZJL0LB74,https://company.org/resource/Hologic%2C%20Inc.
DEVON ENERGY CORPORATION,https://rdf.gleif.org/L1/L-54930042348RKR3ZPN35,https://company.org/resource/Devon%20Energy%20Corporation
"AVNET, INC.",https://rdf.gleif.org/L1/L-XJI53DCPL7QABOWK4Z75,https://company.org/resource/Avnet%2C%20Inc.
AFLAC INCORPORATED,https://rdf.gleif.org/L1/L-549300N0B7DOGLXWPP39,https://company.org/resource/Aflac%20Incorporated
Ovintiv Inc.,https://rdf.gleif.org/L1/L-2549003MEX7YMKLGI239,https://company.org/resource/Ovintiv%20Inc.
"Dominion Energy, Inc.",https://rdf.gleif.org/L1/L-ILUL7B6Z54MRYCF6H308,https://company.org/resource/Dominion%20Energy%2C%20Inc.
TEXAS INSTRUMENTS INCORPORATED,https://rdf.gleif.org/L1/L-WDJNR2L6D8RWOEB8T652,https://company.org/resource/Texas%20Instruments%20Incorporated
CAMPBELL SOUP COMPANY,https://rdf.gleif.org/L1/L-5493007JDSMX8Z5Z1902,https://company.org/resource/Campbell%20Soup%20Company
COMMERCIAL METALS COMPANY,https://rdf.gleif.org/L1/L-549300OQS2LO07ZJ7N73,https://company.org/resource/Commercial%20Metals%20Company
"SYNOPSYS, INC.",https://rdf.gleif.org/L1/L-QG7T915N9S0NY5UKNE63,https://company.org/resource/Synopsys%2C%20Inc.
"MOODY'S INVESTORS SERVICE, INC.",https://rdf.gleif.org/L1/L-549300J06DR268G1B556,https://company.org/resource/Moody%27s%20Investors%20Service
SYNCHRONY FINANCIAL,https://rdf.gleif.org/L1/L-549300RS7EWPM9MA6C78,https://company.org/resource/Synchrony%20Financial
OTIS WORLDWIDE CORPORATION,https://rdf.gleif.org/L1/L-549300ZLBKR8VSU25153,https://company.org/resource/Otis%20Worldwide%20Corporation
"T. ROWE PRICE GROUP, INC.",https://rdf.gleif.org/L1/L-549300SIV6FPS9Y7IH33,https://company.org/resource/T.%20Rowe%20Price%20Group%2C%20Inc.
"NASDAQ, INC.",https://rdf.gleif.org/L1/L-549300L8X1Q78ERXFD06,https://company.org/resource/Nasdaq
"Altice USA, Inc.",https://rdf.gleif.org/L1/L-54930064K3612MGCER95,https://company.org/resource/Altice%20USA%2C%20Inc.
"PRINCIPAL FINANCIAL GROUP, INC.",https://rdf.gleif.org/L1/L-CUMYEZJOAF02RYZ1JJ85,https://company.org/resource/Principal%20Financial%20Group%2C%20Inc.
THE MOSAIC COMPANY,https://rdf.gleif.org/L1/L-2YD5STGSJNMUB7H76907,https://company.org/resource/The%20Mosaic%20Company
NORTHERN TRUST CORPORATION,https://rdf.gleif.org/L1/L-549300GLF98S992BC502,https://company.org/resource/Northern%20Trust%20Corporation
"Toll Brothers, Inc.",https://rdf.gleif.org/L1/L-529900JB6IS9MSZGVR44,https://company.org/resource/Toll%20Brothers%2C%20Inc.
NEWMONT CORPORATION,https://rdf.gleif.org/L1/L-549300VSP3RIX7FGDZ51,https://company.org/resource/Newmont%20Corporation
"Thor Industries, Inc.",https://rdf.gleif.org/L1/L-254900XZO1228PDSG060,https://company.org/resource/Thor%20Industries%2C%20Inc.
BROWN-FORMAN CORPORATION,https://rdf.gleif.org/L1/L-549300873K3LXF7ARU34,https://company.org/resource/Brown%E2%80%93Forman%20Corporation
CSX Corporation,https://rdf.gleif.org/L1/L-549300JVQR4N1MMP3Q88,https://company.org/resource/CSX%20Corporation
MANPOWERGROUP INC.,https://rdf.gleif.org/L1/L-ERO1WSFOSR0JJ6CRQ987,https://company.org/resource/ManpowerGroup%20Inc.
Xcel Energy Inc.,https://rdf.gleif.org/L1/L-LGJNMI9GH8XIDG5RCM61,https://company.org/resource/Xcel%20Energy%20Inc.
CME Group Inc.,https://rdf.gleif.org/L1/L-KJNXBSWZVIKEX4NFOL81,https://company.org/resource/CME%20Group%20Inc.
Atlassian Corporation,https://rdf.gleif.org/L1/L-549300V7ZY5P02D2MY38,https://company.org/resource/Atlassian%20Corporation
"MERCADOLIBRE, INC.",https://rdf.gleif.org/L1/L-549300DKPDN9M5S8GB14,https://company.org/resource/MercadoLibre
"KINDER MORGAN, INC.",https://rdf.gleif.org/L1/L-549300WR7IX8XE0TBO16,https://company.org/resource/Kinder%20Morgan%2C%20Inc.
EMERSON ELECTRIC CO.,https://rdf.gleif.org/L1/L-FGLT0EWZSUIRRITFOA30,https://company.org/resource/Emerson%20Electric
EQT CORPORATION,https://rdf.gleif.org/L1/L-4NT01YGM4X7ZX86ISY52,https://company.org/resource/EQT%20Corporation
ILLINOIS TOOL WORKS INC.,https://rdf.gleif.org/L1/L-76NA4I14SZCFAYMNSV04,https://company.org/resource/Illinois%20Tool%20Works%20Incorporated%2C%20et%20al.%20v.%20Independent%20Ink%2C%20Incorporated
"YUM! Brands, Inc.",https://rdf.gleif.org/L1/L-549300JE8XHZZ7OHN517,https://company.org/resource/Yum%21%20Brands%2C%20Inc.
"FLEETCOR TECHNOLOGIES, INC.",https://rdf.gleif.org/L1/L-549300DG6RR0NQSFLN74,https://company.org/resource/FleetCor%20Technologies%2C%20Inc.
THE SHERWIN-WILLIAMS COMPANY,https://rdf.gleif.org/L1/L-Z15BMIOX8DDH0X2OBP21,https://company.org/resource/The%20Sherwin-Williams%20Company
VERTEX PHARMACEUTICALS INCORPORATED,https://rdf.gleif.org/L1/L-54930015RAQRRZ5ZGJ91,https://company.org/resource/Vertex%20Pharmaceuticals%20Incorporated
CLEVELAND-CLIFFS INC.,https://rdf.gleif.org/L1/L-549300TM2WLI2BJMDD86,https://company.org/resource/Cleveland-Cliffs%20Inc.
UNUM GROUP,https://rdf.gleif.org/L1/L-549300E32YFDO6TZ8R31,https://company.org/resource/Unum%20Group
DTE Energy Company,https://rdf.gleif.org/L1/L-549300IX8SD6XXD71I78,https://company.org/resource/DTE%20Energy%20Co.
PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,https://rdf.gleif.org/L1/L-PUSS41EMO3E6XXNV3U28,https://company.org/resource/Public%20Service%20Enterprise%20Group%20Incorporated
"ROPER TECHNOLOGIES, INC.",https://rdf.gleif.org/L1/L-54930003T4SXCIWVXY35,https://company.org/resource/Roper%20Technologies%2C%20Inc.
"Yum China Holdings, Inc.",https://rdf.gleif.org/L1/L-529900DO9BYZ7VA3K502,https://company.org/resource/Yum%20China%20Holdings%2C%20Inc.
"STEEL DYNAMICS, INC.",https://rdf.gleif.org/L1/L-549300HGGKEL4FYTTQ83,https://company.org/resource/Steel%20Dynamics%2C%20Inc.
VULCAN MATERIALS COMPANY,https://rdf.gleif.org/L1/L-549300Q8LSNHAVWBNI21,https://company.org/resource/Vulcan%20Materials%20Company
Albemarle Corporation,https://rdf.gleif.org/L1/L-HDBLS2Q6GV1LSKQPBS54,https://company.org/resource/Albemarle%20Corporation
"ONEOK, INC.",https://rdf.gleif.org/L1/L-2T3D6M0JSY48PSZI1Q41,https://company.org/resource/Oneok%2C%20Inc.
PIONEER NATURAL RESOURCES COMPANY,https://rdf.gleif.org/L1/L-FY8JBF7CCL2VE4F1B628,https://company.org/resource/Pioneer%20Natural%20Resources%20Company
ALLY FINANCIAL INC.,https://rdf.gleif.org/L1/L-549300JBN1OSM8YNAI90,https://company.org/resource/Ally%20Financial%20Inc.
AMERICAN TOWER CORPORATION,https://rdf.gleif.org/L1/L-5493006ORUSIL88JOE18,https://company.org/resource/American%20Tower%20Corporation
CELANESE CORPORATION,https://rdf.gleif.org/L1/L-549300FHJQTDPPN41627,https://company.org/resource/Celanese%20Corporation
"Pension Plans of NextEra Energy, Inc. and its Affiliates",https://rdf.gleif.org/L1/L-549300WRTF5OXH23DG40,https://company.org/resource/NextEra%20Energy%2C%20Inc.
ResMed Inc.,https://rdf.gleif.org/L1/L-529900T3QE5253CCXF22,https://company.org/resource/ResMed%20Inc.
"CROWN MEDIA HOLDINGS, INC.",https://rdf.gleif.org/L1/L-54930006M0532SF5DF32,https://company.org/resource/Crown%20Media%20Holdings
INTERACTIVE BROKERS LLC,https://rdf.gleif.org/L1/L-50OBSE5T5521O6SMZR28,https://company.org/resource/Interactive%20Brokers%20LLC
GLOBALFOUNDRIES INC.,https://rdf.gleif.org/L1/L-549300BA76VK784VMX48,https://company.org/resource/GlobalFoundries%20Inc.
"CITIZENS FINANCIAL GROUP, INC.",https://rdf.gleif.org/L1/L-2138004JDDA4ZQUPFW65,https://company.org/resource/Citizens%20Financial%20Group%2C%20Inc.
INC Group Inc.,https://rdf.gleif.org/L1/L-549300I1AHR8KMMFIS52,https://company.org/resource/PulteGroup%2C%20Inc.
"MCCORMICK & COMPANY, INCORPORATED",https://rdf.gleif.org/L1/L-549300JQQA6MQ4OJP259,https://company.org/resource/McCormick%20%26%20Company%2C%20Incorporated
"EVEREST RE GROUP, LTD.",https://rdf.gleif.org/L1/L-549300N24XF2VV0B3570,https://company.org/resource/Everest%20Re%20Group%2C%20Ltd.
Fannie Mae Trust 2006-W1,https://rdf.gleif.org/L1/L-5493001NEANKKEPIN618,https://company.org/resource/Fannie%20Mae
"AMERIPRISE FINANCIAL, INC.",https://rdf.gleif.org/L1/L-6ZLKQF7QB6JAEKQS5388,https://company.org/resource/Ameriprise%20Financial%2C%20Inc.
"Old Dominion Freight Line, Inc.",https://rdf.gleif.org/L1/L-5299009TWK32WE417T96,https://company.org/resource/Old%20Dominion%20Freight%20Line%2C%20Inc.
"AVANTOR FUNDING, INC.",https://rdf.gleif.org/L1/L-5493003VM0XB4U8YD238,https://company.org/resource/Avantor%2C%20Inc.
BAUSCH HEALTH COMPANIES INC.,https://rdf.gleif.org/L1/L-B3BS7ACMDUWISF18KY76,https://company.org/resource/Bausch%20Health%20Companies%20Inc.
AMCOR PLC,https://rdf.gleif.org/L1/L-549300GSODGFCDQ3DI89,https://company.org/resource/Amcor%20plc
FIRST HORIZON CORPORATION,https://rdf.gleif.org/L1/L-TF3RXI1ZB1TQ30H9JV10,https://company.org/resource/First%20Horizon%20National%20Corporation
ZOETIS INC.,https://rdf.gleif.org/L1/L-549300HD9Q1LOC9KLJ48,https://company.org/resource/Zoetis%20Inc.
"DOORDASH, INC.",https://rdf.gleif.org/L1/L-549300NUQ43FGGSK5051,https://company.org/resource/DoorDash%2C%20Inc.
J.M. SMUCKER LLC,https://rdf.gleif.org/L1/L-549300RH3204BC21UZ79,https://company.org/resource/The%20J.M.%20Smucker%20Company
THE HERSHEY COMPANY,https://rdf.gleif.org/L1/L-21X2CX66SU2BR6QTAD08,https://company.org/resource/The%20Hershey%20Company
"AMETEK, INC.",https://rdf.gleif.org/L1/L-549300WZDEF9KKE40E98,https://company.org/resource/AMETEK%2C%20Inc.
EQUIFAX INC.,https://rdf.gleif.org/L1/L-5493004MCF8JDC86VS77,https://company.org/resource/Equifax%20Inc.
Manulife Financial Corporation,https://rdf.gleif.org/L1/L-5493007GBX87QOZACS27,https://company.org/resource/Manulife%20Financial%20Corporation
"CONSTELLATION BRANDS, INC.",https://rdf.gleif.org/L1/L-5493005GKEG8QCVY7037,https://company.org/resource/Constellation%20Brands%2C%20Inc.
HUNTINGTON BANCSHARES INCORPORATED,https://rdf.gleif.org/L1/L-549300XTVCVV9I7B5T19,https://company.org/resource/Huntington%20Bancshares%20Incorporated
PERFORMANCE FOOD GROUP COMPANY,https://rdf.gleif.org/L1/L-549300EUK8GR9IT1YK57,https://company.org/resource/Performance%20Food%20Group%20Company
MURPHY USA INC.,https://rdf.gleif.org/L1/L-549300Y081F8XIKQIO72,https://company.org/resource/Murphy%20USA
TC Energy Corporation,https://rdf.gleif.org/L1/L-549300UGKOFV2IWJJG27,https://company.org/resource/TC%20Energy%20Corporation
TERNIUM S.A.,https://rdf.gleif.org/L1/L-529900QG4KU23TEI2E46,https://company.org/resource/Ternium%20S.A.
"Verisk Analytics, Inc.",https://rdf.gleif.org/L1/L-549300I1YSWNIRKBWP67,https://company.org/resource/Verisk%20Analytics%2C%20Inc.
AMEREN CORPORATION,https://rdf.gleif.org/L1/L-XRZQ5S7HYJFPHJ78L959,https://company.org/resource/Ameren%20Corporation
"RAYMOND JAMES FINANCIAL, INC.",https://rdf.gleif.org/L1/L-RGUZHJ05YTITL6D76949,https://company.org/resource/Raymond%20James%20Financial%2C%20Inc.
LAM RESEARCH CORPORATION,https://rdf.gleif.org/L1/L-549300I4GMO6D34U1T02,https://company.org/resource/Lam%20Research%20Corporation
LULULEMON ATHLETICA INC.,https://rdf.gleif.org/L1/L-549300D9GZ4BMLDW5T40,https://company.org/resource/lululemon%20athletica%20inc.
OMNICOM GROUP INC.,https://rdf.gleif.org/L1/L-HKUPACFHSSASQK8HLS17,https://company.org/resource/Omnicom%20Group%20Inc.
"ALIGN TECHNOLOGY, INC.",https://rdf.gleif.org/L1/L-549300N5YSE0U3LCP840,https://company.org/resource/Align%20Technology%2C%20Inc.
"CORTEVA, INC.",https://rdf.gleif.org/L1/L-549300WZN9I2QKLS0O94,https://company.org/resource/Corteva%2C%20Inc.
Marathon Oil Corporation,https://rdf.gleif.org/L1/L-1FRVQX2CRLGC1XLP5727,https://company.org/resource/Marathon%20Oil
Norfolk Southern Corporation,https://rdf.gleif.org/L1/L-54930036C8MWP850MI84,https://company.org/resource/Norfolk%20Southern%20Railway
"CENTERPOINT ENERGY, INC.",https://rdf.gleif.org/L1/L-21TPXMRRHFKOBHDC8J74,https://company.org/resource/CenterPoint%20Energy%2C%20Inc.
"COUPANG, INC.",https://rdf.gleif.org/L1/L-549300XR4L1D80AK4W76,https://company.org/resource/Coupang%2C%20Inc.
"AVIS BUDGET GROUP, INC.",https://rdf.gleif.org/L1/L-529900E95812SYWMCE44,https://company.org/resource/Avis%20Budget%20Group%2C%20Inc.
"TERADYNE, INC.",https://rdf.gleif.org/L1/L-C3X4YJ278QNZHRJULN75,https://company.org/resource/Teradyne%2C%20Inc.
"DIGITAL REALTY TRUST, INC.",https://rdf.gleif.org/L1/L-549300HKCZ31D08NEI41,https://company.org/resource/Digital%20Realty%20Trust%2C%20Inc.
VEEVA SYSTEMS INC.,https://rdf.gleif.org/L1/L-549300YZEXPDB92M2F02,https://company.org/resource/Veeva%20Systems%20Inc.
ZIM INTEGRATED SHIPPING SERVICES (INDIA) PRIVATE LIMITED,https://rdf.gleif.org/L1/L-3358006VQ3WOMII2UM06,https://company.org/resource/Zim%20Integrated%20Shipping%20Services%20Ltd.
EVERSOURCE ENERGY,https://rdf.gleif.org/L1/L-SJ7XXD41SQU3ZNWUJ746,https://company.org/resource/Eversource%20Energy
DISCOVER FINANCIAL SERVICES,https://rdf.gleif.org/L1/L-Z1YLO2USPORE63VVUL20,https://company.org/resource/Discover%20Financial%20Services
Warner Bros. Entertainment Inc.,https://rdf.gleif.org/L1/L-549300U1JWW9SCOH3W56,https://company.org/resource/Warner%20Bros.%20Entertainment%20Inc.
"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",https://rdf.gleif.org/L1/L-984500B055A804AB6E40,https://company.org/resource/Expeditors%20International%20of%20Washington%2C%20Inc.
"Brighthouse Financial, Inc.",https://rdf.gleif.org/L1/L-5493003T8SZSHOGGAW52,https://company.org/resource/Brighthouse%20Financial%2C%20Inc.
FIRSTENERGY CORP.,https://rdf.gleif.org/L1/L-549300SVYJS666PQJH88,https://company.org/resource/FirstEnergy%20Corp.
LIBERTY GLOBAL PLC,https://rdf.gleif.org/L1/L-549300BSGXG3QLIQYT84,https://company.org/resource/Liberty%20Global
Check Point Software Technologies Ltd,https://rdf.gleif.org/L1/L-2549003ZVBH73EPNS513,https://company.org/resource/Check%20Point%20Software%20Technologies%20Ltd.
CROWN CASTLE INC.,https://rdf.gleif.org/L1/L-54930012H97VSM0I2R19,https://company.org/resource/Crown%20Castle%20Inc.
MOLSON COORS BEVERAGE COMPANY,https://rdf.gleif.org/L1/L-54930073LBBH6ZCBE225,https://company.org/resource/Molson%20Coors%20Beverage%20Company
NATWEST GROUP PLC,https://rdf.gleif.org/L1/L-2138005O9XJIJN4JPN90,https://company.org/resource/NatWest%20Group%20plc
Cadence Bank,https://rdf.gleif.org/L1/L-Q7C315HKI8VX0SSKBS64,https://company.org/resource/Cadence%20Bank
"LITHIA MOTORS, INC",https://rdf.gleif.org/L1/L-SE8N1EZEHPZQBCBVKD53,https://company.org/resource/Lithia%20Motors%2C%20Inc.
"AMERICAN WATER WORKS COMPANY, INC.",https://rdf.gleif.org/L1/L-549300DXHIJQMD5WFW18,https://company.org/resource/American%20Water%20Works%20Company%2C%20Inc.
FORTIVE CORPORATION,https://rdf.gleif.org/L1/L-549300MU9YQJYHDQEF63,https://company.org/resource/Fortive%20Corporation
"SIMON PROPERTY GROUP, INC.",https://rdf.gleif.org/L1/L-529900GQL5X8H7AO3T64,https://company.org/resource/Simon%20Property%20Group%2C%20Inc.
SBA Communications Corporation,https://rdf.gleif.org/L1/L-5299001HX8ZN8Y8QIT49,https://company.org/resource/SBA%20Communications%20Corporation
"THE INTERPUBLIC GROUP OF COMPANIES, INC.",https://rdf.gleif.org/L1/L-5493008IUOJ5VWTRC333,https://company.org/resource/The%20Interpublic%20Group%20of%20Companies%2C%20Inc.
"Burlington Stores, Inc.",https://rdf.gleif.org/L1/L-5299003Z37DVGKKC1W09,https://company.org/resource/Burlington%20Stores%2C%20Inc.
"AMERICAN FINANCIAL GROUP, INC.",https://rdf.gleif.org/L1/L-549300AFOM7IVKIU1G39,https://company.org/resource/American%20Financial%20Group%2C%20Inc.
BOOZ ALLEN HAMILTON HOLDING CORPORATION,https://rdf.gleif.org/L1/L-529900JPV47PIUWMA015,https://company.org/resource/Booz%20Allen%20Hamilton%20Holding%20Corporation
Weyerhaeuser Company,https://rdf.gleif.org/L1/L-08IRJODWFYBI7QWRGS31,https://company.org/resource/Weyerhaeuser
"LIVE NATION ENTERTAINMENT, INC.",https://rdf.gleif.org/L1/L-5493007B9BM9ZXJINO78,https://company.org/resource/Live%20Nation%20Entertainment%2C%20Inc.
"IDEXX LABORATORIES, INC.",https://rdf.gleif.org/L1/L-OGMTXK0LUU1HKV2P0J84,https://company.org/resource/Idexx%20Laboratories
U-HAUL HOLDING COMPANY,https://rdf.gleif.org/L1/L-5493003WIDMLDHYC6Y24,https://company.org/resource/U-Haul
"TAPESTRY, INC.",https://rdf.gleif.org/L1/L-549300LJNVY5SW3VTN33,https://company.org/resource/Tapestry
STIFEL FINANCIAL CORP.,https://rdf.gleif.org/L1/L-549300E5F07FE5GHJX84,https://company.org/resource/Stifel%20Financial%20Corp.
"DIAMONDBACK ENERGY, INC.",https://rdf.gleif.org/L1/L-549300R22LSX6OHWEN64,https://company.org/resource/Diamondback%20Energy%2C%20Inc.
W. R. BERKLEY CORPORATION,https://rdf.gleif.org/L1/L-SQOAGCLKBDWNVYV1OV80,https://company.org/resource/William%20R.%20Berkley
CHESAPEAKE ENERGY CORPORATION,https://rdf.gleif.org/L1/L-X2MT1W32SPAZ9WSKLE78,https://company.org/resource/Chesapeake%20Energy%20Corporation
ALLIANT ENERGY CORPORATION,https://rdf.gleif.org/L1/L-5493009ML300G373MZ12,https://company.org/resource/Alliant%20Energy%20Corporation
Westlake Corporation,https://rdf.gleif.org/L1/L-GOXNEVUM0LL78B1OS344,https://company.org/resource/Westlake%20Corporation
"ALEXANDRIA REAL ESTATE EQUITIES, INC.",https://rdf.gleif.org/L1/L-MGCJBT4MKTQBVLNUIS88,https://company.org/resource/Alexandria%20Real%20Estate%20Equities%2C%20Inc.
"ANSYS, INC.",https://rdf.gleif.org/L1/L-549300VJV8H15Z5FJ571,https://company.org/resource/Ansys%2C%20Inc.
LPL FINANCIAL HOLDINGS INC.,https://rdf.gleif.org/L1/L-549300XROQ4Y8G2L7682,https://company.org/resource/LPL%20Financial%20Holdings%20Inc
